0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	149.931
20	148.718
21	146.983
22	144.876
23	142.799
24	141.772
25	140.879
26	140.245
27	139.74
28	139.11
29	138.234
30	136.992
31	135.883
32	135.15
33	133.453
34	130.475
35	121.496
36	120.079
37	119.431
38	118.358
39	117.931
40	116.345
41	114.677
42	112.829
43	110.711
44	108.927
45	108.143
46	106.979
47	106.113
48	104.403
49	102.813
50	101.798
51	100.61
52	99.3471
53	97.8344
54	96.2577
55	95.3071
56	94.2802
57	93.433
58	92.9285
59	92.26
60	90.6912
61	89.6335
62	88.7479
63	88.0299
64	87.7128
65	87.8714
66	88.189
67	88.4283
68	88.7479
69	89.1495
70	89.4718
71	89.7145
72	90.1201
73	90.8552
74	91.431
75	91.9277
76	92.4268
77	93.0125
78	94.1951
79	96.1708
80	97.7461
81	100.61
82	102.166
83	102.535
84	103.185
85	104.309
86	106.497
87	109.617
88	112.321
89	113.75
90	115.092
91	116.451
92	119.863
93	122.819
94	125.736
95	127.449
96	128.257
97	129.771
98	131.302
99	135.15
100	138.734
101	141.9
102	144.354
103	144.485
104	143.057
105	142.156
106	141.644
107	141.133
108	140.625
109	139.992
110	140.118
111	140.245
112	140.245
113	140.245
114	140.245
115	140.371
116	140.625
117	141.133
118	141.644
119	142.542
120	143.316
121	143.964
122	144.224
123	144.615
124	145.007
125	145.532
126	146.19
127	146.984
128	147.382
129	148.049
130	149.796
131	151.154
132	152.524
133	153.907
134	154.882
135	156.287
136	157.277
137	159.565
138	161.886
139	163.649
140	165.879
141	166.78
142	166.179
143	165.58
144	163.649
145	163.206
146	162.912
147	160.287
148	159.998
149	159.998
150	159.853
151	159.709
152	159.565
153	159.565
154	159.565
155	159.853
156	160.142
157	161.012
158	162.912
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	153.768
187	154.325
188	156.287
189	156.852
190	157.419
191	157.846
192	158.131
193	158.99
194	159.565
195	159.998
196	160.721
197	161.448
198	162.032
199	162.618
200	162.912
201	163.206
202	163.501
203	163.796
204	164.241
205	164.686
206	165.132
207	165.431
208	165.73
209	166.029
210	166.479
211	166.629
212	166.78
213	166.629
214	166.629
215	166.479
216	166.479
217	166.329
218	166.179
219	165.73
220	165.281
221	164.686
222	163.797
223	163.206
224	162.765
225	162.032
226	161.157
227	159.853
228	157.704
229	153.768
230	147.648
231	145.795
232	145.269
233	143.964
234	141.772
235	139.865
236	130.593
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	0
327	0
328	0
329	0
330	0
331	0
332	0
333	0
334	0
335	0
336	0
337	0
338	0
339	0
340	0
341	0
342	0
343	0
344	0
345	0
346	0
347	0
348	0
349	0
350	0
351	0
352	0
353	0
354	0
355	94.9634
356	95.0492
357	95.1351
358	95.221
359	95.6516
360	96.3447
361	97.6578
362	98.7215
363	100.338
364	101.706
365	102.628
366	104.121
367	104.97
368	106.497
369	107.657
370	108.339
371	108.73
372	109.124
373	109.915
374	110.811
375	111.413
376	112.423
377	113.135
378	113.852
379	115.3
380	116.345
381	117.931
382	120.84
383	0
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	0
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	145.663
403	145.926
404	147.382
405	148.316
406	150.745
407	152.662
408	153.768
409	154.464
410	155.864
