0	35.3163
1	41.603
2	48.4435
3	70.9164
4	81.2773
5	85.0208
6	83.338
7	75.8847
8	73.3318
9	84.0887
10	88.8679
11	88.1178
12	81.7055
13	65.1471
14	82.6667
15	88.3219
16	88.4248
17	82.9989
18	70.8777
19	60.1559
20	66.8598
21	68.3519
22	64.9176
23	52.7786
24	60.8539
25	68.8327
26	70.4732
27	66.6403
28	56.5147
29	55.9899
30	66.8507
31	71.2538
32	69.531
33	64.9419
34	71.1554
35	74.3025
36	76.6748
37	79.3875
38	79.3005
39	76.1355
40	72.0172
41	69.1497
42	64.6583
43	54.5724
44	45.9876
45	44.3742
46	53.25
47	56.507
48	54.1341
49	46.0321
50	39.7092
51	49.0992
52	50.7398
53	46.3491
54	37.1311
55	44.9174
56	53.474
57	56.3314
58	54.095
59	46.8532
60	41.2769
61	48.5965
62	52.4339
63	50.8519
64	44.2232
65	44.0829
66	52.2665
67	55.9973
68	55.0089
69	49.5912
70	41.4231
71	51.0631
72	56.8237
73	56.3869
74	48.6373
75	50.2205
76	55.4208
77	55.8107
78	53.6273
79	49.1078
80	42.5645
81	43.0709
82	53.7865
83	55.9667
84	51.9077
85	40.8342
86	28.3151
87	36.648
88	41.6962
89	40.7966
90	33.0767
91	32.6656
92	43.0473
93	46.9102
94	45.0131
95	38.7136
96	31.1027
97	33.3315
98	40.302
99	40.6487
100	37.2732
101	33.2424
102	41.6568
103	48.1423
104	49.7663
105	47.4821
106	40.2683
107	43.8048
108	53.3665
109	55.3021
110	51.4552
111	39.6167
112	50.3524
113	57.8031
114	61.0594
115	59.6184
116	52.4891
117	30.3139
118	50.261
119	53.9602
120	53.0003
121	48.1227
122	40.8494
123	46.3452
124	51.0646
125	49.4753
126	39.8972
127	30.1632
128	39.0611
129	46.6558
130	47.0143
131	41.9339
132	33.1446
133	28.2403
134	27.5204
135	37.8312
136	39.4296
137	38.9802
138	38.3481
139	31.6031
140	26.1701
141	33.0194
142	29.6221
143	34.1834
144	41.3193
145	43.3726
146	41.5673
147	36.5088
148	32.242
149	31.3082
150	32.5536
151	34.2234
152	33.6624
153	32.4962
154	35.9115
155	37.5933
156	36.2241
157	32.2929
158	28.5354
159	29.555
160	31.4147
161	32.2808
162	32.4877
163	31.6324
164	31.3906
165	32.408
166	31.1472
167	27.6076
168	24.3382
169	24.7576
170	31.2689
171	31.9237
172	31.5062
173	33.4888
174	23.7771
175	37.0926
176	38.8964
177	32.4035
178	23.2681
179	38.1426
180	46.6075
181	48.8722
182	44.9408
183	42.7103
184	44.4313
185	48.1934
186	48.8429
187	46.4604
188	42.8283
189	40.6335
190	41.9746
191	44.1747
192	43.6898
193	39.3398
194	34.3513
195	31.9085
196	39.0094
197	40.402
198	37.9812
199	36.5125
200	42.034
201	46.988
202	48.383
203	47.4913
204	45.3402
205	39.814
206	35.9549
207	43.9231
208	43.9564
209	38.7472
210	38.1132
211	45.0544
212	48.6375
213	48.2507
214	45.4346
215	41.36
216	39.3346
217	39.0479
218	34.9995
219	29.3241
220	25.9924
221	33.0965
222	37.8893
223	38.9837
224	37.4099
225	30.8213
226	39.2864
227	44.4338
228	44.349
229	41.0028
230	37.7828
231	37.9837
232	40.7621
233	42.1879
234	40.9143
235	35.2057
236	34.2193
237	44.1678
238	46.5883
239	44.8699
240	42.1943
241	42.5478
242	44.0504
243	43.9704
244	41.7663
245	37.9669
246	30.731
247	32.4381
248	37.3609
249	35.955
250	29.7311
251	20.1749
252	12.4394
253	9.47424
254	5.22693
255	-8.05182
256	-42.7839
